globalId,country,division,clubName,canonicalClubKey
181345,Sérvia,1,Mačva Šabac,macvasabac
181478,Sérvia,1,Radnički Niš,radnickinis
181536,Sérvia,1,Partizan,partizan
181800,Sérvia,1,Radnik Surdulica,radniksurdulica
182142,Sérvia,1,Radnički 1923,radnicki1923
182391,Sérvia,1,IMT,imt
182470,Sérvia,1,Mladost Lučani,mladostlucani
183203,Sérvia,1,Crvena zvezda,crvenazvezda
183582,Sérvia,1,OFK Beograd,ofkbeograd
183776,Sérvia,1,Čukarički,cukaricki
183820,Sérvia,1,Novi Pazar,novipazar
185060,Grécia,1,Volos NFC,volosnfc
185548,Grécia,1,Panathinaikos,panathinaikos
186494,Grécia,1,Olympiacos,olympiacos
186737,Grécia,1,Levadiakos,levadiakos
187147,Grécia,1,Iraklis,iraklis
187681,Grécia,1,Kalamata,kalamata
187700,Grécia,1,Panetolikos,panetolikos
187739,Grécia,1,AEK,aek
187995,Grécia,1,Atromitos,atromitos
188450,Grécia,1,OFI,ofi
188627,Grécia,1,PAOK,paok
189483,Grécia,1,Aris,aris
189523,Grécia,1,Kifisia,kifisia
189809,Grécia,1,Asteras Aktor,asterasaktor
