legacyTeamId,country,division,legacySlotName
4462,Colômbia,3,União Pastos
4463,Colômbia,3,Tunja
4464,Colômbia,3,Neiva 2
4465,Colômbia,3,Bogotá 3
4466,Colômbia,3,Medellín 1
4467,Colômbia,3,Cali United
4468,Colômbia,3,Barranquilla FC 1
4601,Chile,1,Club Santiago
4602,Chile,1,Valparaíso FC
4603,Chile,1,Concepción Sporting
4604,Chile,1,Coquimbo FC
4605,Chile,1,Mundial Antofagasta
4606,Chile,1,Temuco Athletic
4607,Chile,1,Rancagua FC
4608,Chile,1,Talca FC
4609,Chile,1,Arica
4610,Chile,1,FC Iquique
4611,Chile,1,Calama
4612,Chile,1,La Serena City
4613,Chile,1,Chillán FC
4614,Chile,1,Curicó FC
4615,Chile,1,Santiago FC
4616,Chile,1,Valparaíso Sociedade
4617,Chile,2,Santiago
4618,Chile,2,Valparaíso
4619,Chile,2,Concepción FC
4620,Chile,2,Coquimbo
4621,Chile,2,Mundial Antofagasta 1
4622,Chile,2,Temuco FC
4623,Chile,2,Rancagua
4624,Chile,2,FC Talca
4625,Chile,2,Inter Arica
4626,Chile,2,Iquique FC
4627,Chile,2,Calama AC
4628,Chile,2,Deportivo La Serena
4629,Chile,2,Chillán FC 1
4630,Chile,2,Atlético Curicó
4631,Chile,2,Santiago FC 1
4632,Chile,2,Club Valparaíso
4633,Chile,3,Santiago 1
4634,Chile,3,Valparaíso FC 1
4635,Chile,3,Concepción
4636,Chile,3,Coquimbo FC 1
4637,Chile,3,Antofagasta City
4638,Chile,3,Temuco FC 1
4639,Chile,3,FC Rancagua
4640,Chile,3,Talca FC 1
4641,Chile,3,Atlético Arica
4642,Chile,3,Iquique FC 1
4643,Chile,3,Real Calama
4644,Chile,3,Sport La Serena
4645,Chile,3,Chillán
4646,Chile,3,Curicó FC 1
4647,Chile,3,Real Santiago
4648,Chile,3,Valparaíso FC 2
4649,Chile,3,Concepción 1
4650,Chile,3,Club Coquimbo
4651,Chile,3,Real Antofagasta
4652,Chile,3,Real Temuco
4653,Chile,3,Rancagua 1
4654,Chile,3,Talca FC 2
4655,Chile,3,Arica FC
4656,Chile,3,Real Iquique
4657,Chile,3,FC Calama
4658,Chile,3,La Serena
4659,Chile,3,Chillán 1
4660,Chile,3,Curicó United
4661,Chile,3,Santiago 2
4662,Chile,3,Valparaíso Sociedade 1
4663,Chile,3,Concepción City
4664,Chile,3,Coquimbo 1
4801,Uruguai,1,Sport Montevideo
4802,Uruguai,1,Salto
4803,Uruguai,1,Paysandú City
4804,Uruguai,1,Maldonado FC
4805,Uruguai,1,Rivera
4806,Uruguai,1,Tacuarembó Sporting
4807,Uruguai,1,Melo Sociedade
4808,Uruguai,1,Artigas
4809,Uruguai,1,Las Piedras FC
4810,Uruguai,1,Mundial Colonia
4811,Uruguai,1,Florida AC
4812,Uruguai,1,San José FC
4813,Uruguai,1,Minas FC
4814,Uruguai,1,Mercedes
4815,Uruguai,1,FC Montevideo
4816,Uruguai,1,FC Salto
4817,Uruguai,2,Montevideo FC
4818,Uruguai,2,Sport Salto
4819,Uruguai,2,Paysandú
4820,Uruguai,2,Maldonado
4821,Uruguai,2,Rivera FC
4822,Uruguai,2,Sport Tacuarembó
4823,Uruguai,2,Melo Sociedade 1
4824,Uruguai,2,União Artigas
4825,Uruguai,2,Las Piedras
4826,Uruguai,2,Colonia FC
4827,Uruguai,2,Florida FC
4828,Uruguai,2,San José Sociedade
4829,Uruguai,2,Minas FC 1
4830,Uruguai,2,Mundial Mercedes
4831,Uruguai,3,Montevideo FC 1
4832,Uruguai,3,Salto 1
4833,Uruguai,3,Paysandú 1
4834,Uruguai,3,Real Maldonado
4835,Uruguai,3,Rivera 1
4836,Uruguai,3,Sport Tacuarembó 1
4837,Uruguai,3,Melo FC
4838,Uruguai,3,Inter Artigas
4839,Uruguai,3,Las Piedras FC 1
4840,Uruguai,3,Colonia Sociedade
4841,Uruguai,3,Florida FC 1
4842,Uruguai,3,San José Athletic
4843,Uruguai,3,Minas City
4844,Uruguai,3,Mercedes AC
5001,Paraguai,1,Asunción Sporting
5002,Paraguai,1,Ciudad del Este FC
5003,Paraguai,1,Sport Luque
5004,Paraguai,1,Atlético San Lorenzo
5005,Paraguai,1,Inter Capiatá
5006,Paraguai,1,Lambaré FC
5007,Paraguai,1,Fernando
5008,Paraguai,1,Villarrica FC
5009,Paraguai,1,Pedro Juan Caballero FC
5010,Paraguai,1,Encarnación
5011,Paraguai,1,Caaguazú
5012,Paraguai,1,Club Itauguá
5013,Paraguai,2,Asunción
5014,Paraguai,2,Mundial Ciudad del Este
5015,Paraguai,2,Luque
5016,Paraguai,2,San Lorenzo FC
5017,Paraguai,2,Capiatá
5018,Paraguai,2,Lambaré FC 1
5019,Paraguai,2,Fernando FC
5020,Paraguai,2,Villarrica FC 1
5021,Paraguai,2,Pedro Juan Caballero
5022,Paraguai,2,Encarnación Sociedade
5023,Paraguai,2,Caaguazú 1
5024,Paraguai,2,Itauguá United
5025,Paraguai,3,União Asunción
5026,Paraguai,3,Ciudad del Este FC 1
5027,Paraguai,3,Luque FC
5028,Paraguai,3,San Lorenzo
5029,Paraguai,3,Capiatá 1
5030,Paraguai,3,Deportivo Lambaré
5031,Paraguai,3,Deportivo Fernando
5032,Paraguai,3,Villarrica
5033,Paraguai,3,Pedro Juan Caballero 1
5034,Paraguai,3,Encarnación 1
5035,Paraguai,3,Caaguazú City
5036,Paraguai,3,Itauguá Sociedade
5201,Equador,1,União Quito
5202,Equador,1,Guayaquil FC
5203,Equador,1,Cuenca FC
5204,Equador,1,Santo Domingo
5205,Equador,1,Atlético Machala
5206,Equador,1,Manta FC
5207,Equador,1,Club Portoviejo
5208,Equador,1,Mundial Loja
5209,Equador,1,Ambato FC
5210,Equador,1,Riobamba AC
5211,Equador,1,Ibarra AC
5212,Equador,1,Esmeraldas
5213,Equador,1,Babahoyo
5214,Equador,1,União Tulcán
5215,Equador,1,Quito Sporting
5216,Equador,1,Mundial Guayaquil
5217,Equador,2,Quito FC
5218,Equador,2,Guayaquil FC 1
5219,Equador,2,Cuenca FC 1
5220,Equador,2,Santo Domingo 1
5221,Equador,2,Club Machala
5222,Equador,2,Deportivo Manta
5223,Equador,2,Portoviejo FC
5224,Equador,2,Loja
5225,Equador,2,Ambato FC 1
5226,Equador,2,Riobamba City
5401,Peru,1,Lima Sociedade
5402,Peru,1,Arequipa Sporting
5403,Peru,1,Trujillo Athletic
5404,Peru,1,FC Chiclayo
5405,Peru,1,Piura
5406,Peru,1,Iquitos
5407,Peru,1,Mundial Cusco
5408,Peru,1,Huancayo Sporting
5409,Peru,1,Chimbote FC
5410,Peru,1,Tacna FC
5411,Peru,1,Club Pucallpa
5412,Peru,1,Real Juliaca
5413,Peru,1,Deportivo Ica
5414,Peru,1,Cajamarca City
5415,Peru,1,Lima FC
5416,Peru,1,Arequipa
5417,Peru,1,Trujillo FC
5418,Peru,1,Chiclayo FC
5419,Peru,1,Piura 1
5420,Peru,2,Real Lima
5421,Peru,2,FC Arequipa
5422,Peru,2,Trujillo Sociedade
5423,Peru,2,Chiclayo Athletic
5424,Peru,2,Piura FC
5425,Peru,2,Iquitos United
5426,Peru,2,Cusco
5427,Peru,2,União Huancayo
5428,Peru,2,Chimbote AC
5429,Peru,2,Club Tacna
5430,Peru,2,Pucallpa United
5431,Peru,2,Juliaca FC
5432,Peru,2,Ica Athletic
5433,Peru,2,Cajamarca
5601,Bolívia,1,La Paz FC
5602,Bolívia,1,Club Santa Cruz
5603,Bolívia,1,União Cochabamba
5604,Bolívia,1,Oruro
5605,Bolívia,1,Atlético Sucre
5606,Bolívia,1,Potosí AC
5607,Bolívia,1,Tarija
5608,Bolívia,1,Trinidad
5609,Bolívia,1,Sacaba FC
5610,Bolívia,1,Montero FC
5611,Bolívia,1,Quillacollo FC
5612,Bolívia,1,Riberalta Sociedade
5613,Bolívia,1,Club Yacuiba
5614,Bolívia,1,União Warnes
5615,Bolívia,1,União La Paz
5616,Bolívia,1,Santa Cruz
5801,Venezuela,1,FC Caracas
5802,Venezuela,1,Maracaibo
5803,Venezuela,1,União Valencia
5804,Venezuela,1,Barquisimeto Athletic
5805,Venezuela,1,Maracay City
5806,Venezuela,1,San Cristóbal FC
5807,Venezuela,1,Real Mérida
5808,Venezuela,1,Real Barcelona
5809,Venezuela,1,Ciudad Guayana FC
5810,Venezuela,1,Maturín City
5811,Venezuela,1,Barinas Athletic
5812,Venezuela,1,Valera AC
5813,Venezuela,1,Caracas
5814,Venezuela,1,Maracaibo United
5815,Venezuela,2,Sport Caracas
5816,Venezuela,2,Maracaibo AC
5817,Venezuela,2,Valencia FC
5818,Venezuela,2,Club Barquisimeto
5819,Venezuela,2,Maracay City 1
5820,Venezuela,2,San Cristóbal AC
5821,Venezuela,2,Mérida FC
5822,Venezuela,2,Barcelona FC
5823,Venezuela,2,Ciudad Guayana Athletic
5824,Venezuela,2,Maturín
5825,Venezuela,2,Inter Barinas
5826,Venezuela,2,Inter Valera
5827,Venezuela,2,Caracas 1
5828,Venezuela,2,Maracaibo FC
6001,México,1,Ciudad de México Sociedade
6002,México,1,Guadalajara FC
6003,México,1,Monterrey FC
6004,México,1,Puebla
6005,México,1,Tijuana Sociedade
6006,México,1,León FC
6007,México,1,Juárez
6008,México,1,Torreón Sporting
6009,México,1,Querétaro FC
6010,México,1,Pachuca United
6011,México,1,Sport San Luis
6012,México,1,Mazatlán
6013,México,1,Necaxa
6014,México,1,Toluca
6015,México,1,Ciudad de México
6016,México,1,Guadalajara FC 1
6017,México,1,Club Monterrey
6018,México,1,Puebla 1
6019,México,2,União Ciudad de México
6020,México,2,Guadalajara FC 2
6021,México,2,Monterrey FC 1
6022,México,2,Mundial Puebla
6023,México,2,Tijuana FC
6024,México,2,Sport León
6025,México,2,Juárez FC
6026,México,2,Torreón
6027,México,2,Querétaro Sporting
6028,México,2,Deportivo Pachuca
6029,México,2,San Luis FC
6030,México,2,União Mazatlán
6031,México,2,Mundial Necaxa
6032,México,2,Toluca Athletic
6033,México,2,Ciudad de México FC
6034,México,3,Ciudad de México 1
6035,México,3,Guadalajara Sporting
6036,México,3,Monterrey Sporting
6037,México,3,Club Puebla
6038,México,3,Tijuana FC 1
6039,México,3,León FC 1
6040,México,3,Juárez 1
6041,México,3,Atlético Torreón
6042,México,3,Deportivo Querétaro
6043,México,3,Pachuca City
6044,México,3,Inter San Luis
6045,México,3,Mazatlán AC
6046,México,3,Necaxa 1
6047,México,3,Toluca United
6048,México,3,Deportivo Ciudad de México
6049,México,3,Guadalajara FC 3
6050,México,3,Monterrey FC 2
6051,México,3,Puebla Sporting
6052,México,3,Tijuana FC 2
6053,México,3,Deportivo León
6054,México,3,Juárez FC 1
6055,México,3,Torreón 1
6056,México,3,Club Querétaro
6057,México,3,Pachuca
6058,México,3,FC San Luis
6059,México,3,Mazatlán FC
6060,México,3,Atlético Necaxa
6061,México,3,Toluca FC
6062,México,3,União Ciudad de México 1
6063,México,3,Club Guadalajara
6064,México,3,Monterrey FC 3
6065,México,3,Puebla 2
6066,México,3,Tijuana FC 3
6067,México,3,Sport León 1
6068,México,3,Deportivo Juárez
6069,México,3,Atlético Torreón 1
6070,México,3,Querétaro FC 1
6071,México,3,Pachuca FC
6072,México,3,San Luis FC 1
6073,México,3,Mazatlán City
6074,México,3,Necaxa FC
6075,México,3,Mundial Toluca
6076,México,3,Ciudad de México FC 1
6077,México,3,Inter Guadalajara
6078,México,3,Deportivo Monterrey
6079,México,3,Puebla 3
6080,México,3,Tijuana FC 4
6081,México,3,León City
6082,México,3,Club Juárez
6083,México,3,Torreón FC
6084,México,3,Deportivo Querétaro 1
6085,México,3,Pachuca FC 1
6086,México,3,San Luis FC 2
6087,México,3,Inter Mazatlán
6088,México,3,Necaxa FC 1
6089,México,3,Toluca FC 1
6090,México,3,Ciudad de México 2
6201,Estados Unidos / Canadá,1,Atlético New York
6202,Estados Unidos / Canadá,1,Los Angeles FC
6203,Estados Unidos / Canadá,1,Sport Chicago
6204,Estados Unidos / Canadá,1,Toronto
6205,Estados Unidos / Canadá,1,Vancouver FC
6206,Estados Unidos / Canadá,1,Montreal
6207,Estados Unidos / Canadá,1,Miami Sporting
6208,Estados Unidos / Canadá,1,Seattle
6209,Estados Unidos / Canadá,1,Atlanta City
6210,Estados Unidos / Canadá,1,Boston FC
6211,Estados Unidos / Canadá,1,Houston FC
6212,Estados Unidos / Canadá,1,Philadelphia
6213,Estados Unidos / Canadá,1,Columbus FC
6214,Estados Unidos / Canadá,1,Portland
6215,Estados Unidos / Canadá,1,Mundial Nashville
6216,Estados Unidos / Canadá,1,Orlando United
6217,Estados Unidos / Canadá,1,Cincinnati FC
6218,Estados Unidos / Canadá,1,Inter San Jose
6219,Estados Unidos / Canadá,1,Real New York
6220,Estados Unidos / Canadá,1,Los Angeles
6221,Estados Unidos / Canadá,1,Inter Chicago
6222,Estados Unidos / Canadá,1,Toronto AC
6223,Estados Unidos / Canadá,1,Vancouver
6224,Estados Unidos / Canadá,1,Montreal FC
6225,Estados Unidos / Canadá,1,Miami
6226,Estados Unidos / Canadá,1,União Seattle
6227,Estados Unidos / Canadá,1,Mundial Atlanta
6228,Estados Unidos / Canadá,1,União Boston
6229,Estados Unidos / Canadá,1,Houston Athletic
6230,Estados Unidos / Canadá,1,Philadelphia 1
6231,Estados Unidos / Canadá,2,New York City
6232,Estados Unidos / Canadá,2,Los Angeles 1
6233,Estados Unidos / Canadá,2,Chicago
6234,Estados Unidos / Canadá,2,Toronto Sociedade
6235,Estados Unidos / Canadá,2,Vancouver 1
6236,Estados Unidos / Canadá,2,Montreal 1
6237,Estados Unidos / Canadá,2,Miami FC
6238,Estados Unidos / Canadá,2,Seattle 1
6239,Estados Unidos / Canadá,2,Atlanta AC
6240,Estados Unidos / Canadá,2,Boston
6241,Estados Unidos / Canadá,2,Houston FC 1
6242,Estados Unidos / Canadá,2,Mundial Philadelphia
6243,Estados Unidos / Canadá,2,Real Columbus
6244,Estados Unidos / Canadá,2,Portland FC
6245,Estados Unidos / Canadá,2,Inter Nashville
6246,Estados Unidos / Canadá,2,Orlando FC
6247,Estados Unidos / Canadá,2,Cincinnati FC 1
6248,Estados Unidos / Canadá,2,San Jose City
6249,Estados Unidos / Canadá,2,New York
6250,Estados Unidos / Canadá,2,Los Angeles 2
6251,Estados Unidos / Canadá,2,Chicago Sociedade
6252,Estados Unidos / Canadá,2,Toronto 1
6253,Estados Unidos / Canadá,2,Vancouver 2
6254,Estados Unidos / Canadá,2,Montreal FC 1
6255,Estados Unidos / Canadá,3,União New York
6256,Estados Unidos / Canadá,3,Los Angeles FC 1
6257,Estados Unidos / Canadá,3,Chicago FC
6258,Estados Unidos / Canadá,3,Toronto FC
6259,Estados Unidos / Canadá,3,Vancouver FC 1
6260,Estados Unidos / Canadá,3,Montreal FC 2
6261,Estados Unidos / Canadá,3,Miami Sociedade
6262,Estados Unidos / Canadá,3,Seattle Sociedade
6263,Estados Unidos / Canadá,3,Atlanta Sociedade
6264,Estados Unidos / Canadá,3,Boston 1
6265,Estados Unidos / Canadá,3,Atlético Houston
6266,Estados Unidos / Canadá,3,Philadelphia 2
6267,Estados Unidos / Canadá,3,Columbus FC 1
6268,Estados Unidos / Canadá,3,Portland Sociedade
6269,Estados Unidos / Canadá,3,Nashville FC
6270,Estados Unidos / Canadá,3,Orlando Sporting
6271,Estados Unidos / Canadá,3,Club Cincinnati
6272,Estados Unidos / Canadá,3,San Jose FC
6273,Estados Unidos / Canadá,3,New York United
6274,Estados Unidos / Canadá,3,Los Angeles Sociedade
6275,Estados Unidos / Canadá,3,Chicago FC 1
6276,Estados Unidos / Canadá,3,Toronto FC 1
6277,Estados Unidos / Canadá,3,Vancouver FC 2
6278,Estados Unidos / Canadá,3,Mundial Montreal
6401,Costa Rica,1,San José AC
6402,Costa Rica,1,Club Alajuela
6403,Costa Rica,1,Mundial Cartago
6404,Costa Rica,1,Heredia United
6405,Costa Rica,1,Mundial Puntarenas
6406,Costa Rica,1,Limón FC
6407,Costa Rica,1,Liberia Athletic
6408,Costa Rica,1,FC San Isidro
6409,Costa Rica,1,Guápiles Sporting
6410,Costa Rica,1,Sport Quesada
6411,Costa Rica,1,Nicoya AC
6412,Costa Rica,1,Paraíso
6413,Costa Rica,2,San José
6414,Costa Rica,2,Alajuela Sporting
6415,Costa Rica,2,Cartago
6416,Costa Rica,2,Heredia Sociedade
6417,Costa Rica,2,Puntarenas FC
6418,Costa Rica,2,Limón FC 1
6419,Costa Rica,2,Liberia
6420,Costa Rica,2,Sport San Isidro
6421,Costa Rica,2,Guápiles
6422,Costa Rica,2,Quesada FC
6423,Costa Rica,2,FC Nicoya
6424,Costa Rica,2,Mundial Paraíso
6425,Costa Rica,2,San José Sporting
6426,Costa Rica,2,Alajuela
6427,Costa Rica,2,Cartago 1
6428,Costa Rica,2,Heredia City
6429,Costa Rica,2,Atlético Puntarenas
6430,Costa Rica,2,Limón FC 2
6431,Costa Rica,3,San José Sociedade
6432,Costa Rica,3,Alajuela 1
6433,Costa Rica,3,Cartago FC
6434,Costa Rica,3,Heredia
6435,Costa Rica,3,Club Puntarenas
6436,Costa Rica,3,Limón
6437,Costa Rica,3,Liberia 1
6438,Costa Rica,3,San Isidro AC
6439,Costa Rica,3,Guápiles United
6440,Costa Rica,3,Quesada Sociedade
6441,Costa Rica,3,Nicoya
6442,Costa Rica,3,Paraíso FC
6443,Costa Rica,3,San José FC
6444,Costa Rica,3,Alajuela FC
6445,Costa Rica,3,Sport Cartago
6446,Costa Rica,3,Sport Heredia
6601,Guatemala,1,Ciudad de Guatemala FC
6602,Guatemala,1,Quetzaltenango FC
6603,Guatemala,1,Mundial Escuintla
6604,Guatemala,1,Puerto Barrios FC
6605,Guatemala,1,Cobán FC
6606,Guatemala,1,Sport Chimaltenango
6607,Guatemala,1,Antigua FC
6608,Guatemala,1,Mazatenango City
6609,Guatemala,1,Zacapa FC
6610,Guatemala,1,Jalapa Sociedade
6611,Guatemala,1,Real Ciudad de Guatemala
6612,Guatemala,1,Quetzaltenango
6613,Guatemala,2,Ciudad de Guatemala Athletic
6614,Guatemala,2,União Quetzaltenango
6615,Guatemala,2,Escuintla AC
6616,Guatemala,2,Puerto Barrios FC 1
6617,Guatemala,2,Cobán FC 1
6618,Guatemala,2,Chimaltenango
6619,Guatemala,2,Antigua City
6620,Guatemala,2,Deportivo Mazatenango
6621,Guatemala,2,Zacapa
6622,Guatemala,2,União Jalapa
6623,Guatemala,2,FC Ciudad de Guatemala
6624,Guatemala,2,Quetzaltenango FC 1
6625,Guatemala,2,Escuintla Sporting
6626,Guatemala,2,Puerto Barrios
6627,Guatemala,2,Cobán
6628,Guatemala,2,Chimaltenango 1
6629,Guatemala,2,Club Antigua
6630,Guatemala,2,Deportivo Mazatenango 1
6631,Guatemala,2,Zacapa 1
6632,Guatemala,2,Jalapa FC
6801,Honduras,1,Tegucigalpa FC
6802,Honduras,1,San Pedro Sula
6803,Honduras,1,La Ceiba Sporting
6804,Honduras,1,El Progreso FC
6805,Honduras,1,Choluteca FC
6806,Honduras,1,Inter Comayagua
6807,Honduras,1,Juticalpa FC
6808,Honduras,1,Tocoa
6809,Honduras,1,Olanchito FC
6810,Honduras,1,Siguatepeque
6811,Honduras,2,Atlético Tegucigalpa
6812,Honduras,2,San Pedro Sula FC
6813,Honduras,2,La Ceiba United
6814,Honduras,2,El Progreso United
6815,Honduras,2,Choluteca AC
6816,Honduras,2,Comayagua FC
6817,Honduras,2,Deportivo Juticalpa
6818,Honduras,2,Club Tocoa
6819,Honduras,2,Olanchito Sociedade
6820,Honduras,2,Atlético Siguatepeque
7001,Panamá,1,Ciudad de Panamá City
7002,Panamá,1,San Miguelito
7003,Panamá,1,Tocumen
7004,Panamá,1,David FC
7005,Panamá,1,Las Cumbres AC
7006,Panamá,1,Colón
7007,Panamá,1,La Chorrera FC
7008,Panamá,1,Penonomé
7009,Panamá,1,Santiago de Veraguas FC
7010,Panamá,1,Club Chitré
7011,Panamá,1,Ciudad de Panamá Sociedade
7012,Panamá,2,Ciudad de Panamá FC
7013,Panamá,2,San Miguelito 1
7014,Panamá,2,Tocumen Sociedade
7015,Panamá,2,David United
7016,Panamá,2,Las Cumbres FC
7017,Panamá,2,Mundial Colón
7018,Panamá,2,La Chorrera FC 1
7019,Panamá,2,Real Penonomé
7020,Panamá,2,Santiago de Veraguas FC 1
7021,Panamá,2,Chitré
7201,El Salvador,1,FC San Salvador
7202,El Salvador,1,Santa Ana
7203,El Salvador,1,San Miguel City
7204,El Salvador,1,Mejicanos FC
7205,El Salvador,1,Soyapango AC
7206,El Salvador,1,Santa Tecla
7207,El Salvador,1,Apopa
7208,El Salvador,1,Delgado
7209,El Salvador,1,Sonsonate FC
7210,El Salvador,1,Club Usulután
7211,El Salvador,1,San Salvador FC
7212,El Salvador,1,Sport Santa Ana
7213,El Salvador,2,San Salvador AC
7214,El Salvador,2,Santa Ana Sociedade
7215,El Salvador,2,San Miguel
7216,El Salvador,2,Mejicanos
7217,El Salvador,2,Soyapango FC
7218,El Salvador,2,União Santa Tecla
7219,El Salvador,2,Club Apopa
7220,El Salvador,2,Deportivo Delgado
7221,El Salvador,2,Deportivo Sonsonate
7222,El Salvador,2,Usulután United
7223,El Salvador,2,San Salvador
7224,El Salvador,2,Santa Ana FC
7225,El Salvador,2,San Miguel Sporting
7226,El Salvador,2,Mejicanos FC 1
7227,El Salvador,2,Club Soyapango
7228,El Salvador,2,Santa Tecla Sporting
7401,Jamaica,1,Kingston FC
7402,Jamaica,1,Spanish Town Athletic
7403,Jamaica,1,Portmore FC
7404,Jamaica,1,Montego Bay
7405,Jamaica,1,Atlético Mandeville
7406,Jamaica,1,May Pen
7407,Jamaica,1,Savanna-la-Mar Sociedade
7408,Jamaica,1,Port Antonio FC
7409,Jamaica,1,St. Ann's Bay
7410,Jamaica,1,Port Maria FC
7411,Jamaica,1,Kingston
7412,Jamaica,1,Spanish Town FC
7413,Jamaica,1,Portmore AC
7414,Jamaica,1,Sport Montego Bay
7415,Jamaica,2,Sport Kingston
7416,Jamaica,2,Spanish Town FC 1
7417,Jamaica,2,Portmore
7418,Jamaica,2,Montego Bay Athletic
7419,Jamaica,2,Inter Mandeville
7420,Jamaica,2,May Pen FC
7421,Jamaica,2,Savanna-la-Mar
7422,Jamaica,2,Port Antonio City
7423,Jamaica,2,St. Ann's Bay 1
7424,Jamaica,2,Port Maria United
7425,Jamaica,2,Mundial Kingston
7426,Jamaica,2,Spanish Town
7427,Jamaica,2,Portmore FC 1
7428,Jamaica,2,Montego Bay City
7429,Jamaica,2,Mandeville FC
7430,Jamaica,2,May Pen Sociedade
7431,Jamaica,2,Savanna-la-Mar FC
7432,Jamaica,2,Port Antonio FC 1
7433,Jamaica,2,St. Ann's Bay FC
7434,Jamaica,2,Mundial Port Maria
7601,República Dominicana,1,Santo Domingo
7602,República Dominicana,1,Santiago AC
7603,República Dominicana,1,La Romana Sociedade
7604,República Dominicana,1,San Pedro
7605,República Dominicana,1,San Francisco Sporting
7606,República Dominicana,1,União Puerto Plata
7607,República Dominicana,1,União Higüey
7608,República Dominicana,1,Moca
7609,República Dominicana,1,Club La Vega
7610,República Dominicana,1,San Cristóbal FC
7801,Trinidad e Tobago,1,Mundial Port of Spain
7802,Trinidad e Tobago,1,Chaguanas FC
7803,Trinidad e Tobago,1,San Fernando Sporting
7804,Trinidad e Tobago,1,Deportivo Arima
7805,Trinidad e Tobago,1,Point Fortin FC
7806,Trinidad e Tobago,1,Scarborough City
7807,Trinidad e Tobago,1,Sangre Grande FC
7808,Trinidad e Tobago,1,Real Siparia
7809,Trinidad e Tobago,1,Tunapuna
7810,Trinidad e Tobago,1,Port of Spain
7811,Trinidad e Tobago,1,Chaguanas
7812,Trinidad e Tobago,1,San Fernando United
8001,Japão,1,Tokyo United
8002,Japão,1,Yokohama FC
8003,Japão,1,Osaka Sociedade
8004,Japão,1,Nagoya FC
8005,Japão,1,Sapporo
8006,Japão,1,Kobe FC
8007,Japão,1,Deportivo Fukuoka
8008,Japão,1,Kyoto FC
8009,Japão,1,Saitama Sociedade
8010,Japão,1,Hiroshima Sociedade
8011,Japão,1,Kawasaki FC
8012,Japão,1,Sendai
8013,Japão,1,Chiba
8014,Japão,1,Shizuoka
8015,Japão,1,Tokyo
8016,Japão,1,Yokohama Sociedade
8017,Japão,1,Osaka
8018,Japão,1,Deportivo Nagoya
8019,Japão,1,Sapporo FC
8020,Japão,1,União Kobe
8021,Japão,2,FC Tokyo
8022,Japão,2,Yokohama
8023,Japão,2,Atlético Osaka
8024,Japão,2,Nagoya
8025,Japão,2,Sapporo 1
8026,Japão,2,Kobe
8027,Japão,2,Real Fukuoka
8028,Japão,2,Kyoto
8029,Japão,2,Saitama
8030,Japão,2,Hiroshima United
8031,Japão,2,Kawasaki FC 1
8032,Japão,2,Sendai 1
8033,Japão,2,Chiba FC
8034,Japão,2,Shizuoka 1
8035,Japão,2,Club Tokyo
8036,Japão,2,Yokohama AC
8037,Japão,2,FC Osaka
8038,Japão,2,Nagoya FC 1
8039,Japão,2,Sapporo Sociedade
8040,Japão,2,Kobe 1
8041,Japão,3,Inter Tokyo
8042,Japão,3,Yokohama 1
8043,Japão,3,Osaka 1
8044,Japão,3,Nagoya 1
8045,Japão,3,Sapporo 2
8046,Japão,3,Kobe FC 1
8047,Japão,3,Fukuoka FC
8048,Japão,3,Mundial Kyoto
8049,Japão,3,FC Saitama
8050,Japão,3,Hiroshima AC
8051,Japão,3,Kawasaki AC
8052,Japão,3,Sendai 2
8053,Japão,3,Chiba FC 1
8054,Japão,3,FC Shizuoka
8055,Japão,3,Tokyo 1
8056,Japão,3,Yokohama 2
8057,Japão,3,Osaka FC
8058,Japão,3,Nagoya Sociedade
8059,Japão,3,Sapporo FC 1
8060,Japão,3,Kobe Sociedade
8201,Coreia do Sul,1,Seoul City
8202,Coreia do Sul,1,Busan United
8203,Coreia do Sul,1,Incheon FC
8204,Coreia do Sul,1,Deportivo Daegu
8205,Coreia do Sul,1,Daejeon FC
8206,Coreia do Sul,1,Gwangju
8207,Coreia do Sul,1,Suwon
8208,Coreia do Sul,1,Deportivo Ulsan
8209,Coreia do Sul,1,Jeonju
8210,Coreia do Sul,1,Jeju Sporting
8211,Coreia do Sul,1,Deportivo Pohang
8212,Coreia do Sul,1,Seongnam FC
8213,Coreia do Sul,2,Seoul
8214,Coreia do Sul,2,Club Busan
8215,Coreia do Sul,2,Incheon
8216,Coreia do Sul,2,Daegu
8217,Coreia do Sul,2,Daejeon United
8218,Coreia do Sul,2,Gwangju FC
8219,Coreia do Sul,2,Inter Suwon
8220,Coreia do Sul,2,Ulsan FC
8221,Coreia do Sul,2,Jeonju FC
8222,Coreia do Sul,2,Jeju City
8223,Coreia do Sul,2,Pohang
8224,Coreia do Sul,2,Seongnam
8225,Coreia do Sul,2,Deportivo Chuncheon
8226,Coreia do Sul,3,Seoul 1
8227,Coreia do Sul,3,Real Busan
8228,Coreia do Sul,3,Mundial Incheon
8229,Coreia do Sul,3,Daegu United
8230,Coreia do Sul,3,Daejeon
8231,Coreia do Sul,3,Gwangju FC 1
8232,Coreia do Sul,3,Club Suwon
8233,Coreia do Sul,3,Ulsan
8234,Coreia do Sul,3,Jeonju FC 1
8235,Coreia do Sul,3,Jeju Athletic
8236,Coreia do Sul,3,Pohang 1
8237,Coreia do Sul,3,FC Seongnam
8238,Coreia do Sul,3,Chuncheon FC
8239,Coreia do Sul,3,Real Ansan
8240,Coreia do Sul,3,FC Seoul
8241,Coreia do Sul,3,Busan
8242,Coreia do Sul,3,Real Incheon
8243,Coreia do Sul,3,Daegu Sporting
8244,Coreia do Sul,3,Real Daejeon
